filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
ENG18721_Eliot	ENG18721	Eliot, George [pseud.]	Middlemarch 	1819	1880	viaf:89000553	The Project Gutenberg E-text of Middlemarch, by George Eliot	NA	1872	NA	en	316163	NA	NA	F	long	high	T2
ENG18741_Bulwer	ENG18741	                                                 	The Parisians	1803	1873	viaf:99871326	"Project
                                                  Gutenberg's The Parisians, Complete, by Edward
                                                  Bulwer-Lytton"	NA	1874	NA	eng	252553	NA	NA	M	long	low	T2
ENG18742_Trollope	ENG18742	Trollope, Anthony	Harry Heathcote of Gangoil 	1815	1882	viaf:61683295	"Harry Heathcote of Gangoil by Anthony
                              Trollope"	1874	NA	NA	eng	40527	NA	NA	M	short	low	T2
ENG18760_Collins	ENG18760	Collins, Wilkie	The Two Destinies: A Romance	1824	1889	viaf:95173526	"The Project Gutenberg EBook of The Two
                              Destinies"	1876	NA	NA	eng	88959	NA	NA	M	medium	low	T2
ENG18770_Mallock	ENG18770	Mallock, William Hurrell	The New Republic	1849	1923	viaf:7455306	"The New Republic by W.H. Mallock : HTML
                        version"	1877	NA	NA	eng	77630	NA	NA	M	medium	low	T2
ENG18820_Anstey	ENG18820	                                                 	"Vice Versa: or, A Lesson to Fathers : ELTeC
                                                  edition"	1856	1934	viaf:69063398	"The Project
                                                  Gutenberg EBook of Vice Versa, by F. Anstey "	NA	1882	NA	eng	93483	NA	NA	M	medium	high	T3
ENG18830_Broughton	ENG18830	Broughton, Rhoda	Belinda: A Novel	1840	1920	viaf:45106836	Belinda: A Novel	1883	1884	NA	eng	138769	NA	NA	F	long	low	T3
ENG18831_Ouida	ENG18831	Ouida, [pseud.]	Folle-Farine	1839	1908	viaf:34490941	Folle-Farine : VWWP edition 	1883	NA	NA	eng	190954	NA	NA	F	long	low	T3
ENG18840_Lee	ENG18840	Lee, Vernon	Miss Brown	1856	1935	viaf:68945580	Miss Brown : VWWP edition 	1884	NA	NA	eng	151035	NA	NA	F	long	low	T3
ENG18850_Rutherford	ENG18850	White, William Hale	Mark Rutherford's Deliverance 	1831	1913	viaf:79398669	Mark Rutherford's Deliverance, by Mark Rutherford	1885	1913	NA	eng	38448	NA	NA	M	short	high	T3
ENG18860_Hardy	ENG18860	Hardy, Thomas	"The Mayor of Casterbridge: The Life and Death of a Man of Character : ELTeC
     edition"	1840	1928	viaf:54148778	"The Project Gutenberg EBook of The Mayor of Casterbridge, by
      Thomas Hardy"	1886	NA	NA	eng	117516	NA	NA	M	long	high	T3
ENG18870_Barry	ENG18870	Barry, William Francis	The New Antigone: A Romance	1849	1930	viaf:38159288	The New Antigone: A Romance	NA	1887	NA	eng	217210	NA	NA	M	long	low	T3
ENG18871_Broughton	ENG18871	Broughton, Rhoda	Red as a rose is she	1840	1920	viaf:45106836	Red as a rose is she : VWWP edition 	NA	1887	NA	eng	136391	NA	NA	F	long	low	T3
ENG18872_Lyall	ENG18872	Lyall, Edna [pseud.]	The Autobiography of a Slander	1857	1903	viaf:5734093	The Autobiography of a Slander	1887	1889	NA	eng	14002	NA	NA	F	short	low	T3
ENG18901_Broughton	ENG18901	Broughton, Rhoda	Alas! A Novel	1840	1920	viaf:45106836	"The Project Gutenberg eBook of Alas!, by Rhoda
      Broughton."	1890	NA	NA	eng	149508	NA	NA	F	long	low	T3
ENG18910_Yeats	ENG18910	Yeats, William Butler	John Sherman and Dhoya	1865	1939	viaf:46768718	"The Project Gutenberg eBook of John Sherman and Dhoya, by
      Ganconagh (William Butler Yeats)"	NA	1891	NA	eng	24676	NA	NA	M	short	low	T3
ENG18911_Gissing	ENG18911	Gissing, George	New Grub Street: A Novel	1857	1903	viaf:59083174	New Grub Street: A Novel	1891	NA	NA	eng	187538	NA	NA	M	long	high	T3
ENG18920_Grossmith	ENG18920	Grossmith, George	The diary of a nobody	1847	1912	viaf:64144601	"The Diary of a Nobody by George Grossmith and Weedon
      Grossmith"	NA	1892	NA	en	42280	NA	NA	M	short	high	T3
ENG18930_Benson	ENG18930	Benson, Edward Frederic	Dodo: A Detail of the Day	1867	1940	viaf:49221488	"The Project Gutenberg eBook of Dodo, A Detail of the Day, by
      E.F. Benson."	1893	NA	NA	eng	82117	NA	NA	M	medium	low	T3
ENG18931_Harraden	ENG18931	Harraden, Beatrice	Ships that Pass in the Night 	1864	1936	viaf:10209589	"Project Gutenberg's Ships That Pass In The Night, by Beatrice
      Harraden"	1893	NA	NA	eng	37485	NA	NA	F	short	low	T3
ENG18940_Dixon	ENG18940	Dixon, Ella Hepworth	The Story of a Modern Woman	1855	1932	viaf:14904505	"The Story of a Modern Woman : VWWP edition
      "	1894	[1894]	NA	eng	56152	NA	NA	F	medium	low	T3
ENG18941_Caird	ENG18941	Caird, Mona	The Daughters of Danaus	1854	1932	viaf:24650758	The Daughters of Danaus : VWWP edition 	1894	NA	NA	eng	154953	NA	NA	F	long	low	T3
ENG18950_Cross	ENG18950	Cross, Victoria	The Woman Who Didn't	1868	1952	viaf:67411362	The Woman Who Didn't : VWWP edition 	1895	NA	NA	eng	23315	NA	NA	F	short	low	T3
ENG18951_Ward	ENG18951	Ward, Humphry, Mrs.	The Story of Bessie Costrell	1851	1920	viaf:27084321	"The Story of Bessie Costrell : VWWP edition
      "	1895	1895	NA	eng	23459	NA	NA	F	short	low	T3
ENG18952_Wells	ENG18952	Wells, Herbert George	The Time Machine: An Invention	1866	1946	viaf:97006424	"The Time Machine: An
      Invention"	NA	1895	NA	eng	32495	NA	NA	M	short	high	T3
ENG18953_Macdonald	ENG18953	MacDonald, George	Lilith; A Romance 	1824	1905	viaf:64008667	Lilith: A Romance	1895	NA	NA	eng	93900	NA	NA	M	medium	high	T3
ENG18954_Sharp	ENG18954	Sharp, Evelyn	At the Relton Arms 	1869	1955	viaf:42106129	"The Project Gutenberg eBook of At The Relton Arms, by Evelyn
      Sharp."	1895	NA	NA	eng	36663	NA	NA	F	short	low	T3
ENG18960_Malet	ENG18960	Malet, Lucas	The Carissima	1852	1931	viaf:9890134	The Carissima : VWWP edition 	1896	NA	NA	eng	61640	NA	NA	F	medium	low	T3
ENG18970_Phillpots	ENG18970	Phillpotts, Eden	Lying Prophets	1862	1960	viaf:56811483	Gutenberg text of Lying Prophets: A Novel	1897	[1897]	NA	eng	123119	NA	NA	M	long	low	T4
ENG18973_Cholmondeley	ENG18973	Cholmondeley, Mary	A Devotee: An Episode in the Life of a Butterfly 	1859	1925	viaf:40510526	"The Project Gutenberg eBook of A Devotee, by Mary
      Cholmondeley."	1897	NA	NA	eng	25890	NA	NA	F	short	low	T3
ENG18980_BaringGould	ENG18980	Baring-Gould, Sabine	Domitia	1834	1924	viaf:66640079	The Project Gutenberg EBook of Domitia by Sabine Baring-Gould	1898	NA	NA	en	89901	NA	NA	F	medium	low	T3
ENG19001_Glyn	ENG19001	Glyn, Elinor	The Visits of Elizabeth	1864	1943	viaf:59204544	The Project Gutenberg eBook of The Visits Of Elizabeth, by Elinor Glyn.	1900	NA	NA	eng	57168	NA	NA	F	medium	low	T4
ENG19004_Fowler	ENG19004	Fowler, Ellen Thorneycroft	The Farringdons	1860	1929	viaf:72533655	"The Project Gutenberg eBook of The Farringdons, by Ellen
      Thorneycroft Fowler."	1900	1900	NA	eng	104660	NA	NA	F	long	low	T4
ENG19005_Steel	ENG19005	Steel, Flora Annie	The Hosts of the Lord	1847	1929	viaf:211452326	The Hosts of the Lord	1900	NA	NA	eng	115902	NA	NA	F	long	low	T4
ENG19010_Mason	ENG19010	Mason, Alfred Edward Woodley	Clementina	1865	1948	viaf:89734277	The Project Gutenberg EBook of Clementina	1901	1901	NA	en	89033	NA	NA	M	medium	low	T4
ENG19011_Jerome	ENG19011	Jerome, Jerome K.	The Observations of Henry 	1859	1927	viaf:12310310	The Observations of Henry	1901	1901	NA	eng	25232	NA	NA	M	short	low	T4
ENG19020_Nesbit	ENG19020	Nesbit, Edith	The Red House	1858	1924	viaf:7394811	The Red House : VWWP edition 	NA	1902	NA	eng	56931	NA	NA	F	medium	low	T4
ENG19030_Lee	ENG19030	Lee, Vernon [pseud. Violet Paget]	"Penelope Brandling: A Tale of the Welsh Coast in the Eighteenth Century : ELTec
     edition"	1856	1935	viaf:68945580	"The Project Gutenberg eBook of Penelope Brandling, by Vernon
      Lee."	1903	NA	NA	eng	21780	NA	NA	F	short	low	T4
ENG19060_Nesbit	ENG19060	Nesbit, Edith	The Story of the Amulet	1858	1924	viaf:7394811	The Story of the Amulet : VWWP edition 	1906	NA	NA	eng	68607	NA	NA	F	medium	high	T4
ENG19070_Machen	ENG19070	Machen, Arthur	The Hill of Dreams	1867	1947	viaf:2473758	The Project Gutenberg eBook The Hill of Dreams,	1907	NA	NA	en	65739	NA	NA	M	medium	low	T4
ENG19071_Silberrad	ENG19071	Silberrad, Una Lucy	 The good comrade	1872	1955	viaf:4814869	"The Project Gutenberg eBook of The Good Comrade, by Una L.
      Silberrad"	1907	NA	NA	eng	115274	NA	NA	F	long	low	T4
ENG19080_Chesterton	ENG19080	Chesterton, Gilbert Keith	The man who was Thursday	1874	1936	viaf:14767719	The Man Who Was Thursday	NA	1908	NA	en	57988	NA	NA	M	medium	high	T4
ENG19090_Wells	ENG19090	Wells, Herbert George	Tono-bungay	1866	1946	viaf:97006424	The Project Gutenberg EBook of Tono Bungay, by H. G. Wells	NA	1909	NA	eng	133529	NA	NA	M	long	high	T4
ENG19091_Ward	ENG19091	Ward, Humphry, Mrs.	Daphne, or Marriage a la Mode	1851	1920	viaf:27084321	"Daphne, or Marriage a la Mode : VWWP
      edition"	1909	NA	NA	eng	64992	NA	NA	F	medium	low	T4
ENG19100_Forster	ENG19100	Forster, Edward Morgan	Howards End	1879	1970	viaf:31996364	The Project Gutenberg Etext of Howards End, by E. M. Forster	1910	1910	NA	en-BR	109810	NA	NA	M	long	high	T4
ENG19111_Hornung	ENG19111	Hornung, Ernest William	The Camera Fiend	1866	1921	viaf:71409962	The Project Gutenberg EBook of The Camera Fiend by E.W. Hornung	1911	NA	NA	en	71393	NA	NA	M	medium	low	T4
ENG19120_Wells	ENG19120	Wells, Herbert George	Marriage	1866	1946	viaf:97006424	"The Project Gutenberg EBook of Marriage, by H. G.
      Wells"	NA	1912	NA	eng	146501	NA	NA	M	long	low	T4
ENG19121_Belloc	ENG19121	Belloc-Lowndes, Marie	The Chink in the Armour 	1868	1947	viaf:24729680	"The Project Gutenberg eBook of The Chink In The Armour, by
      Mrs. Belloc Lowndes."	NA	1912	NA	eng	87083	NA	NA	F	medium	low	T4
ENG19170_Conrad	ENG19170	Conrad, Joseph	The shadow-line	1857	1924	viaf:73862853	The Shadow-Line, by Joseph Conrad	1917	NA	NA	eng	39758	NA	NA	M	short	high	T4
ENG19180_Lewis	ENG19180	Lewis, Percy Wyndham	Tarr	1882	1957	viaf:41843119	NA	1918	NA	NA	eng	99954	NA	NA	M	medium	high	T4
ENG19190_Benson	ENG19190	Benson, Stella	Living Alone	1892	1933	viaf:90724564	"The Project Gutenberg eBook of Living Alone, by Stella
      Benson."	1919	1920	NA	eng	43395	NA	NA	F	short	low	T4
ENG19191_Hamilton	ENG19191	Hamilton, Cicely	William — an Englishman	1872	1952	viaf:54947993	William — an Englishman	1919	NA	NA	eng	61377	NA	NA	F	medium	low	T4
ENG19192_Woolf	ENG19192	Woolf, Virginia	Night and day	1882	1941	viaf:39385478	The Project Gutenberg EBook of Night and Day, by Virginia Woolf	1919	NA	NA	en	166198	NA	NA	F	long	high	T4
ENG19201_Arlen	ENG19201	Arlen, Michael [pseud.]	The London venture	1857	1924	viaf:19715803	"The Project Gutenberg eBook of The London Venture, by Michael
      Arlen. "	NA	1920	NA	eng	33085	NA	NA	M	short	low	T4
