filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
POL0058_papi_ognisko-rodzinne	POL0058	Papi, Jadwiga	Ognisko rodzinne	1843	1906	http://viaf.org/viaf/14351639	Ognisko rodzinne	NA	1894	NA	pl	45609	NA	NA	F	short	low	T3
POL0059_papi_szlachetne-marzenia	POL0059	Papi, Jadwiga	Szlachetne marzenia	1843	1906	http://viaf.org/viaf/14351639	Szlachetne marzenia	NA	1883	NA	pl	21192	NA	NA	F	short	low	T3
POL0060_papi_w-sloncu	POL0060	Papi, Jadwiga	W słońcu	1843	1906	http://viaf.org/viaf/14351639	W słońcu	NA	1904	NA	pl	33836	NA	NA	F	short	low	T4
POL0061_prus_emancypantki	POL0061	Prus, Bolesław	Emancypantki	1847	1912	http://viaf.org/viaf/64016160	Emancypantki	NA	1894	NA	pl	129085	NA	NA	M	long	high	T3
POL0062_prus_faraon	POL0062	Prus, Bolesław	Faraon	1847	1912	http://viaf.org/viaf/64016160	Faraon	NA	1897	NA	pl	198296	NA	NA	M	long	high	T3
POL0063_prus_lalka	POL0063	Prus, Bolesław	Lalka	1847	1912	http://viaf.org/viaf/64016160	Lalka	NA	1890	NA	pl	263173	NA	NA	M	long	high	T3
POL0064_reymont_chlopi	POL0064	Reymont, Władysław Stanisław	Chłopi	1867	1925	http://viaf.org/viaf/4935777	Chłopi	NA	1909	NA	pl	326603	NA	NA	M	long	high	T4
POL0065_reymont_komediantka	POL0065	Reymont, Władysław Stanisław	Komediantka	1867	1925	http://viaf.org/viaf/4935777	Komediantka	NA	1896	NA	pl	83455	NA	NA	M	medium	high	T3
POL0066_reymont_ziemia-obiecana	POL0066	Reymont, Władysław Stanisław	Ziemia obiecana	1867	1925	http://viaf.org/viaf/4935777	Ziemia obiecana	NA	1899	NA	pl	173882	NA	NA	M	long	high	T3
POL0067_rodziewiczowna_lato-lesnych-ludzi	POL0067	Rodziewiczówna, Maria	Lato leśnych ludzi	1864	1944	http://viaf.org/viaf/101739597	Lato leśnych ludzi	NA	1920	NA	pl	45202	NA	NA	F	short	high	T4
POL0068_rodziewiczowna_miedzy-ustami-a-brzegiem-pucharu	POL0068	Rodziewiczówna, Maria	Między ustami a brzegiem pucharu	1864	1944	http://viaf.org/viaf/101739597	Między ustami a brzegiem pucharu	NA	1889	NA	pl	59591	NA	NA	F	medium	high	T3
POL0069_rodziewiczowna_straszny-dziadunio	POL0069	Rodziewiczówna, Maria	Straszny dziadunio	1864	1944	http://viaf.org/viaf/101739597	Straszny dziadunio	NA	1899	NA	pl	35761	NA	NA	F	short	high	T3
POL0070_sienkiewicz_ogniem-i-mieczem	POL0070	Sienkiewicz, Henryk	Ogniem i mieczem	1846	1916	http://viaf.org/viaf/24608122	Ogniem i mieczem, tom pierwszy	NA	1884	NA	pl	281837	NA	NA	M	long	high	T3
POL0071_sienkiewicz_quo-vadis	POL0071	Sienkiewicz, Henryk	Quo vadis	1846	1916	http://viaf.org/viaf/24608122	Quo vadis	NA	1896	NA	pl	174321	NA	NA	M	long	high	T3
POL0072_sienkiewicz_rodzina-polanieckich	POL0072	Sienkiewicz, Henryk	Rodzina Połanieckich	1846	1916	http://viaf.org/viaf/24608122	Rodzina Połanieckich	NA	1895	NA	pl	210389	NA	NA	M	long	high	T3
POL0073_strug_dzieje-jednego-pocisku	POL0073	Strug, Andrzej	Dzieje jednego pocisku	1871	1937	http://viaf.org/viaf/64041122	Dzieje jednego pocisku	NA	1910	NA	pl	64359	NA	NA	M	medium	low	T4
POL0074_strug_pokolenie-marka-swidy	POL0074	Strug, Andrzej	Pokolenie Marka Świdy	1871	1937	http://viaf.org/viaf/64041122	Pokolenie Marka Świdy	NA	1925	NA	pl	89503	NA	NA	M	long	low	T4
POL0075_strug_zolty-krzyz	POL0075	Strug, Andrzej	Żółty krzyż	1871	1937	http://viaf.org/viaf/64041122	Żółty krzyż	NA	1933	NA	pl	139338	NA	NA	M	long	low	T4
POL0076_swietochowski_drygalowie	POL0076	Świętochowski, Aleksander	Drygałowie	1849	1938	http://viaf.org/viaf/22939255	Drygałowie	NA	1915	NA	pl	44297	NA	NA	M	short	low	T4
POL0077_swietochowski_tragokomedya-prawdy	POL0077	Świętochowski, Aleksander	Tragikomedya prawdy	1849	1938	http://viaf.org/viaf/22939255	Tragikomedya prawdy	NA	1896	NA	pl	22604	NA	NA	M	short	low	T3
POL0078_swietochowski_twinko	POL0078	Świętochowski, Aleksander	Twinko	1849	1938	http://viaf.org/viaf/22939255	Twinko	NA	1936	NA	pl	45993	NA	NA	M	short	low	T4
POL0079_sygietynski_na-skalach-calvados	POL0079	Sygietyński, Antoni	Na skałach Calvados	1850	1923	http://viaf.org/viaf/54273263	Na skałach Calvados	NA	1884	NA	pl	47523	NA	NA	M	short	low	T3
POL0080_sygietynski_swiety-ogien	POL0080	Sygietyński, Antoni	Święty ogień	1850	1923	http://viaf.org/viaf/54273263	Święty ogień	NA	1918	NA	pl	40324	NA	NA	M	short	low	T4
POL0081_sygietynski_wysadzony-z-siodla	POL0081	Sygietyński, Antoni	Wysadzony z siodła	1850	1923	http://viaf.org/viaf/54273263	Wysadzony z siodła	NA	1891	NA	pl	54834	NA	NA	M	medium	low	T3
POL0082_weyssenhoff_gromada	POL0082	Weyssenhoff, Józef	Gromada	1860	1932	http://viaf.org/viaf/39411801	Gromada	NA	1913	NA	pl	59634	NA	NA	M	medium	low	T4
POL0083_weyssenhoff_narodziny-dzialacza	POL0083	Weyssenhoff, Józef	Narodziny działacza	1860	1932	http://viaf.org/viaf/39411801	Narodziny działacza	NA	1906	NA	pl	28240	NA	NA	M	short	low	T4
POL0084_weyssenhoff_sobol-i-panna	POL0084	Weyssenhoff, Józef	Soból i panna	1860	1932	http://viaf.org/viaf/39411801	Soból i panna	NA	1912	NA	pl	63400	NA	NA	M	medium	low	T4
POL0085_witkacy_jedyne-wyjscie	POL0085	Witkiewicz, Stanisław Ignacy	Jedyne wyjście	1885	1939	http://viaf.org/viaf/88039095	Jedyne wyjście	NA	1933	NA	pl	34812	NA	NA	M	short	low	T4
POL0086_witkacy_nienasycenie	POL0086	Witkiewicz, Stanisław Ignacy	Nienasycenie	1885	1939	http://viaf.org/viaf/88039095	Nienasycenie	NA	1930	NA	pl	206917	NA	NA	M	long	low	T4
POL0087_witkacy_pozegnanie-jesieni	POL0087	Witkiewicz, Stanisław Ignacy	Pożegnanie jesieni	1885	1939	http://viaf.org/viaf/88039095	Pożegnanie jesieni	NA	1927	NA	pl	128659	NA	NA	M	long	low	T4
POL0088_zapolska_kaska-kariatyda	POL0088	Zapolska, Gabriela	Kaśka Kariatyda	1857	1921	http://viaf.org/viaf/36937720	Kaśka Kariatyda	NA	1888	NA	pl	101834	NA	NA	F	long	high	T3
POL0089_zapolska_kobieta-bez-skazy	POL0089	Zapolska, Gabriela	Kobieta bez skazy	1857	1921	http://viaf.org/viaf/36937720	Kobieta bez skazy	NA	1913	NA	pl	70554	NA	NA	F	medium	low	T4
POL0090_zapolska_sezonowa-milosc	POL0090	Zapolska, Gabriela	Sezonowa miłość	1857	1921	http://viaf.org/viaf/36937720	Sezonowa miłość	NA	1904	NA	pl	108195	NA	NA	F	long	low	T4
POL0091_zeromski_dzieje-grzechu	POL0091	Żeromski, Stefan	Dzieje grzechu	1864	1925	http://viaf.org/viaf/189239633	Dzieje grzechu	NA	1908	NA	pl	151924	NA	NA	M	long	high	T4
POL0092_zeromski_przedwiosnie	POL0092	Żeromski, Stefan	Przedwiośnie	1864	1925	http://viaf.org/viaf/189239633	Przedwiośnie	NA	1924	NA	pl	87994	NA	NA	M	medium	high	T4
POL0093_zeromski_syzyfowe-prace	POL0093	Żeromski, Stefan	Syzyfowe prace	1864	1925	http://viaf.org/viaf/189239633	Syzyfowe prace	NA	1898	NA	pl	65554	NA	NA	M	medium	high	T3
POL0094_zmichowska_biala-roza	POL0094	Żmichowska, Narcyza	Biała róża	1819	1876	http://viaf.org/viaf/19701612	Biała róża	NA	1858	NA	pl	50303	NA	NA	F	short	low	T1
POL0095_zmichowska_ksiazka-pamiatek	POL0095	Żmichowska, Narcyza	Książka pamiątek	1819	1876	http://viaf.org/viaf/19701612	Książka pamiątek	NA	1848	NA	pl	65589	NA	NA	F	medium	low	T1
POL0096_zmichowska_poganka	POL0096	Żmichowska, Narcyza	Poganka	1819	1876	http://viaf.org/viaf/19701612	Poganka	NA	1846	NA	pl	37362	NA	NA	F	short	low	T1
POL0097_zulawski_na-srebrnym-globie	POL0097	Żuławski, Jerzy	Na srebrnym globie	1874	1915	http://viaf.org/viaf/20269297	Na srebrnym globie	NA	1903	NA	pl	64507	NA	NA	M	medium	high	T4
POL0098_zulawski_powrot	POL0098	Żuławski, Jerzy	Powrót	1874	1915	http://viaf.org/viaf/20269297	Powrót	NA	1914	NA	pl	64507	NA	NA	M	medium	high	T4
POL0099_zulawski_zwyciezca	POL0099	Żuławski, Jerzy	Zwycięzca	1874	1915	http://viaf.org/viaf/20269297	Zwycięzca	NA	1910	NA	pl	84111	NA	NA	M	medium	high	T4
POL0100_makuszynski_po-mlecznej-drodze	POL0100	Makuszyński, Kornel	Po mlecznej drodze	1884	1953	http://viaf.org/viaf/24615563	100 Polish Novels	1920	NA	NA	pol	54705	NA	NA	M	medium	high	T4
