filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
DEU001	DEU001	Willkomm, Ernst Adolf	Weisse Sclaven oder die Leiden des Volkes 	1810	1886	http://d-nb.info/gnd/11739467X	Weisse Sclaven oder die Leiden des Volkes	1845	1845	NA	de	322371	NA	NA	M	long	low	T1
DEU002	DEU002	Auerbach, Berthold	Der Lehnhold 	1812	1882	http://d-nb.info/gnd/11865103X	Der Lehnhold	NA	1863	NA	de	66067	NA	NA	M	medium	low	T1
DEU003	DEU003	Ruppius, Otto	Der Pedlar 	1819	1864	http://d-nb.info/gnd/116708859	Der Pedlar	1859	1910	NA	de	89800	NA	NA	M	medium	low	T1
DEU004	DEU004	Otto, Louise	Nürnberg. Zweiter Band 	1819	1895	http://d-nb.info/gnd/118590901	Nürnberg. Zweiter Band	NA	NA	NA	de	56702	NA	NA	F	medium	low	T1
DEU005	DEU005	Kurz, Hermann	Der Sonnenwirt 	1813	1873	http://d-nb.info/gnd/118778277	Der Sonnenwirt	1855	1980	NA	de	216063	NA	NA	M	long	high	T1
DEU006	DEU006	Weerth, Georg	Fragment eines Romans 	1822	1856	http://d-nb.info/gnd/117208612	Fragment eines Romans	1957	1956	NA	de	60551	NA	NA	M	medium	low	T1
DEU007	DEU007	Stifter, Adalbert	Die Mappe meines Urgroßvaters 	1805	1868	http://d-nb.info/gnd/118618156	Die Mappe meines Urgroßvaters	1841	1959	NA	de	82220	NA	NA	M	medium	high	T1
DEU008	DEU008	Auerbach, Berthold	Der Lautenbacher 	1812	1882	http://d-nb.info/gnd/11865103X	Der Lautenbacher	NA	1863	NA	de	31603	NA	NA	M	short	low	T1
DEU009	DEU009	Ruppius, Otto	Das Vermächtnis des Pedlars 	1819	1864	http://d-nb.info/gnd/116708859	Das Vermächtnis des Pedlars	1859	NA	NA	de	97300	NA	NA	M	medium	low	T1
DEU010	DEU010	Aston, Louise	Lydia 	1814	1871	http://d-nb.info/gnd/118650769	Lydia	1848	1848	NA	de	61819	NA	NA	F	medium	low	T1
DEU011	DEU011	Freytag, Gustav	Soll und Haben 	1816	1895	http://d-nb.info/gnd/118535455	Soll und Haben	NA	1977	NA	de	344948	NA	NA	M	long	high	T1
DEU012	DEU012	Aston, Louise	Aus dem Leben einer Frau 	1814	1871	http://d-nb.info/gnd/118650769	Aus dem Leben einer Frau	1847	1847	NA	de	27975	NA	NA	F	short	high	T1
DEU013	DEU013	Auerbach, Berthold	Barfüßele 	1812	1882	http://d-nb.info/gnd/11865103X	Barfüßele	1856	1857	NA	de	76008	NA	NA	M	medium	low	T1
DEU014	DEU014	Tieck, Ludwig	Vittoria Accorombona 	1773	1853	http://d-nb.info/gnd/12989432X	Vittoria Accorombona	1840	1963	NA	de	123077	NA	NA	M	long	high	T1
DEU015	DEU015	Arnim, Bettina von	Die Günderode 	1785	1859	http://d-nb.info/gnd/118504185	Die Günderode	1840	1959	NA	de	176011	NA	NA	F	long	high	T1
DEU016	DEU016	Gerstäcker, Friedrich	Die Regulatoren in Arkansas. Aus dem Waldleben Amerikas 	1816	1872	http://d-nb.info/gnd/118538810	Die Regulatoren in Arkansas. Aus dem Waldleben Amerikas	1846	NA	NA	de	183061	NA	NA	M	long	low	T1
DEU017	DEU017	Stifter, Adalbert	Die Narrenburg 	1805	1868	http://d-nb.info/gnd/118618156	Die Narrenburg	1843	1959	NA	de	41879	NA	NA	M	short	unspecified	T1
DEU018	DEU018	Schopenhauer, Adele	Anna 	1797	1849	http://d-nb.info/gnd/11880510X	Anna	1845	1845	NA	de	105286	NA	NA	F	long	low	T1
DEU019	DEU019	Stifter, Adalbert	Zwei Schwestern 	1805	1868	http://d-nb.info/gnd/118618156	Zwei Schwestern	1846	1959	NA	de	58315	NA	NA	M	medium	unspecified	T1
DEU020	DEU020	              	Sibylle 	1805	1880	http://d-nb.info/gnd/118544918	Sibylle	1846	1846	NA	de	131733	NA	NA	F	long	low	T1
