filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
SLV00452	SLV00452	Prelesnik, Matija	Naš stari greh	1872	1905	viaf:3285157470199222640002	Prelesnik, Matija. Naš stari greh : edicija IMP	NA	1903	NA	sl	63630	NA	NA	M	medium	low	T4
SLV00454	SLV00454	Prelesnik, Matija	V smrtni senci	1872	1905	viaf:3285157470199222640002	Prelesnik, Matija. V smrtni senci : edicija IMP	NA	1904	NA	sl	71146	NA	NA	M	medium	low	T4
SLV00455	SLV00455	Malovrh, Miroslav	Kralj Matjaž	1861	1922	viaf:233014487	Malovrh, Miroslav. Kralj Matjaž : edicija IMP	NA	1904	NA	sl	62083	NA	NA	M	medium	low	T4
SLV00456	SLV00456	Malovrh, Miroslav	Ljubezen in junaštva strahopetnega praporščaka	1861	1922	viaf:233014487	Malovrh, Miroslav. Ljubezen in junaštva strahopetnega praporščaka : edicija IMP	NA	1910	NA	sl	31249	NA	NA	M	short	low	T4
SLV00458	SLV00458	Malovrh, Miroslav	Pod novim orlom	1861	1922	viaf:233014487	Malovrh, Miroslav. Pod novim orlom : edicija IMP	NA	1904	NA	sl	66787	NA	NA	M	medium	low	T4
SLV00459	SLV00459	Malovrh, Miroslav	Strahovalci dveh kron	1861	1922	viaf:233014487	Malovrh, Miroslav. Strahovalci dveh kron : edicija IMP	NA	1907	NA	sl	92352	NA	NA	M	medium	low	T4
SLV00460	SLV00460	Malovrh, Miroslav	V študentskih ulicah	1861	1922	viaf:233014487	Malovrh, Miroslav. V študentskih ulicah : edicija IMP	NA	1909	NA	sl	49115	NA	NA	M	short	low	T4
SLV00461	SLV00461	Malovrh, Miroslav	Zadnji rodovine Benalja	1861	1922	viaf:233014487	Malovrh, Miroslav. Zadnji rodovine Benalja : edicija IMP	NA	1909	NA	sl	40327	NA	NA	M	short	low	T4
SLV00473	SLV00473	Murnik, Rado	Groga in drugi	1870	1932	viaf:66026290	Murnik, Rado. Groga in drugi : edicija IMP	NA	1895	NA	sl	68503	NA	NA	M	medium	high	T3
SLV00476	SLV00476	Murnik, Rado	Na Bledu	1870	1932	viaf:66026290	Murnik, Rado. Na Bledu : edicija IMP	NA	1917	NA	sl	34406	NA	NA	M	short	low	T4
SLV00478	SLV00478	Levstik, Vladimir	Gadje gnezdo	1886	1957	viaf:53731964	Levstik, Vladimir. Gadje gnezdo : edicija IMP	NA	1918	NA	sl	38471	NA	NA	M	short	high	T4
SLV00483	SLV00483	Levstik, Vladimir	Za svobodo in ljubezen	1886	1957	viaf:53731964	Levstik, Vladimir. Za svobodo in ljubezen : edicija IMP	NA	1913	NA	sl	126286	NA	NA	M	long	low	T4
SLV00496	SLV00496	Finžgar, Fran Saleški	Iz modernega sveta	1871	1962	viaf:56648253	Finžgar, Fran Saleški. Iz modernega sveta : edicija IMP	NA	1904	NA	sl	61974	NA	NA	M	medium	high	T4
SLV00497	SLV00497	Finžgar, Fran Saleški	Moja duša vasuje	1871	1962	viaf:56648253	Finžgar, Fran Saleški. Moja duša vasuje : edicija IMP	NA	1903	NA	sl	31908	NA	NA	M	short	high	T4
SLV00498	SLV00498	Finžgar, Fran Saleški	Sama	1871	1962	viaf:56648253	Finžgar, Fran Saleški. Sama : edicija IMP	NA	1912	NA	sl	50287	NA	NA	M	medium	high	T4
SLV00502	SLV00502	Fatur, Lea	V burji in strasti	1865	1943	viaf:170052698	Fatur, Lea. V burji in strasti : edicija IMP	NA	1905	NA	sl	35526	NA	NA	F	short	low	T4
SLV00506	SLV00506	Fatur, Lea	Za Adrijo	1865	1943	viaf:170052698	Fatur, Lea. Za Adrijo : edicija IMP	NA	1909	NA	sl	102588	NA	NA	F	long	low	T4
SLV00526	SLV00526	Murnik, Rado	Hči grofa Blagaja	1870	1932	viaf:66026290	Murnik, Rado. Hči grofa Blagaja : edicija IMP	NA	1911	NA	sl	113106	NA	NA	M	long	low	T4
SLV10001	SLV10001	Cankar, Ivan	Hiša Marije Pomočnice	1876	1918	viaf:56657726	Cankar, Ivan. Hiša Marije Pomočnice : edicija WikiVir	NA	1904	NA	sl	30112	NA	NA	M	short	high	T4
SLV10002	SLV10002	Carli Lukovič, Alojz	Zadnji dnevi v Ogleju	1846	1891	viaf:50937590	Carli Lukovič, Alojz. Zadnji dnevi v Ogleju : edicija WikiVir	NA	1876	NA	sl	36032	NA	NA	M	short	low	T2
SLV10003	SLV10003	Cigler, Janez	Sreča v nesreči	1792	1867	viaf:247997342	Cigler, Janez. Sreča v nesreči : edicija WikiVir	NA	1836	NA	sl	33829	NA	NA	M	short	high	T1
SLV10004	SLV10004	Fajdiga, Ivan	Nebesa	1854	1935	viaf:6786157470209622640003	Fajdiga, Ivan. Nebesa : edicija WikiVir	NA	1905	NA	sl	38272	NA	NA	M	short	low	T4
SLV10005	SLV10005	Finžgar, Fran Saleški	Pod svobodnim soncem	1871	1962	viaf:56648253	Finžgar, Fran Saleški. Pod svobodnim soncem : edicija WikiVir	NA	1907	NA	sl	139672	NA	NA	M	long	high	T4
SLV10006	SLV10006	Jelenc, Vitomir Feodor	Žena	1885	1922	viaf:66265062	Jelenc, Vitomir Feodor. Žena : edicija WikiVir	NA	1910	NA	sl	37969	NA	NA	M	short	low	T4
SLV10007	SLV10007	Jurčič, Josip	Deseti brat	1844	1881	viaf:54483391	Jurčič, Josip. Deseti brat : edicija WikiVir	NA	1866	NA	sl	66801	NA	NA	M	medium	high	T2
SLV10008	SLV10008	Jurčič, Josip	Med dvema stoloma	1844	1881	viaf:54483391	Jurčič, Josip. Med dvema stoloma : edicija WikiVir	NA	1876	NA	sl	21557	NA	NA	M	short	high	T2
SLV10009	SLV10009	Jurčič, Josip	Doktor Zober	1844	1881	viaf:54483391	Jurčič, Josip. Doktor Zober : edicija WikiVir	NA	1876	NA	sl	34494	NA	NA	M	short	high	T2
SLV10010	SLV10010	Jurčič, Josip	Ivan Erazem Tatenbah	1844	1881	viaf:54483391	Jurčič, Josip. Ivan Erazem Tatenbah : edicija WikiVir	NA	1873	NA	sl	22555	NA	NA	M	short	high	T2
SLV10011	SLV10011	Jurčič, Josip	Lepa Vida	1844	1881	viaf:54483391	Jurčič, Josip. Lepa Vida : edicija WikiVir	NA	1877	NA	sl	21126	NA	NA	M	short	high	T2
SLV10012	SLV10012	Koder, Anton	Kmetski triumvirat	1851	1918	viaf:172847595	Koder, Anton. Kmetski triumvirat : edicija WikiVir	NA	1884	NA	sl	43221	NA	NA	M	short	low	T3
SLV10013	SLV10013	Kovačič, Ivo	Mladi gozdar	1873	1936	viaf:81042077	Kovačič, Ivo. Mladi gozdar : edicija WikiVir	NA	1904	NA	sl	25942	NA	NA	M	short	low	T4
SLV10014	SLV10014	Kveder, Zofka	Nada	1878	1926	viaf:1223577	Kveder, Zofka. Nada : edicija WikiVir	NA	1907	NA	sl	42113	NA	NA	F	short	high	T4
SLV10015	SLV10015	Kveder, Zofka	Njeno življenje	1878	1926	viaf:1223577	Kveder, Zofka. Njeno življenje : edicija WikiVir	NA	1914	NA	sl	58750	NA	NA	F	medium	high	T4
SLV10016	SLV10016	Mahnič, Anton	Zadnji samotar	1850	1920	viaf:32798590	Mahnič, Anton. Zadnji samotar : edicija WikiVir	NA	1886	NA	sl	75393	NA	NA	M	medium	low	T3
SLV10017	SLV10017	Malovrh, Miroslav	Tolovajski glavar Črni Jurij in njegovi divji tovariši	1861	1922	viaf:233014487	Malovrh, Miroslav. Tolovajski glavar Črni Jurij in njegovi divji tovariši : edicija WikiVir	NA	1903	NA	sl	263845	NA	NA	M	long	low	T4
SLV10018	SLV10018	Maselj Podlimbarski, Fran	Gospodin Franjo	1852	1917	viaf:24474637	Maselj Podlimbarski, Fran. Gospodin Franjo : edicija WikiVir	NA	1913	NA	sl	173975	NA	NA	M	long	high	T4
SLV10019	SLV10019	Milčinski, Fran	Ptički brez gnezda	1867	1932	viaf:72324490	Milčinski, Fran. Ptički brez gnezda : edicija WikiVir	NA	1917	NA	sl	79078	NA	NA	M	medium	high	T4
SLV10020	SLV10020	Nadlišek, Marica	Fata morgana	1867	1940	viaf:6737472	Nadlišek, Marica. Fata morgana : edicija WikiVir	NA	1898	NA	sl	42274	NA	NA	F	short	low	T3
SLV10021	SLV10021	Pajk, Pavlina	Judita	1854	1901	viaf:260393202	Pajk, Pavlina. Judita : edicija WikiVir	NA	1896	NA	sl	23025	NA	NA	F	short	low	T3
SLV10022	SLV10022	Prepeluh, Albin	Mina	1881	1937	viaf:79068165	Prepeluh, Albin. Mina : edicija WikiVir	NA	1910	NA	sl	33533	NA	NA	M	short	low	T4
SLV10023	SLV10023	Stritar, Josip	Zorin	1836	1923	viaf:70948422	Stritar, Josip. Zorin : edicija WikiVir	NA	1870	NA	sl	28150	NA	NA	M	short	high	T2
SLV10024	SLV10024	Stritar, Josip	Sodnikovi	1836	1923	viaf:70948422	Stritar, Josip. Sodnikovi : edicija WikiVir	NA	1875	NA	sl	51178	NA	NA	M	medium	high	T2
SLV10025	SLV10025	Stritar, Josip	Gospod Mirodolski	1836	1923	viaf:70948422	Stritar, Josip. Gospod Mirodolski : edicija WikiVir	NA	1876	NA	sl	54735	NA	NA	M	medium	high	T2
SLV10026	SLV10026	Tavčar, Ivan	Visoška kronika	1851	1923	viaf:100298803	Tavčar, Ivan. Visoška kronika : edicija WikiVir	NA	1919	NA	sl	59067	NA	NA	M	medium	high	T4
SLV10027	SLV10027	Vodeb, Emil	Libera nos a malo	1880	1921	viaf:6604157470209022640002	Vodeb, Emil. Libera nos a malo : edicija WikiVir	NA	1911	NA	sl	36344	NA	NA	M	short	low	T4
SLV10028	SLV10028	Vošnjak, Josip	Pobratimi	1834	1911	viaf:55300280	Vošnjak, Josip. Pobratimi : edicija WikiVir	NA	1889	NA	sl	54552	NA	NA	M	medium	low	T3
SLV10029	SLV10029	Kersnik, Janko	Rošlin in Vrjanko	1852	1897	viaf:34746806	Kersnik, Janko. Rošlin in Vrjanko : edicija WikiVir	NA	1889	NA	sl	31536	NA	NA	M	short	high	T3
SLV10030	SLV10030	Govekar, Fran	Svitanje	1871	1949	viaf:51812691	Govekar, Fran. Svitanje : edicija WikiVir	NA	1921	NA	sl	124925	NA	NA	M	long	low	T4
SLV10031	SLV10031	Lah, Ivan	Brambovci	1881	1938	viaf:101581601	Lah, Ivan. Brambovci : edicija WikiVir	NA	1911	NA	sl	141667	NA	NA	M	long	low	T4
SLV10032	SLV10032	Zbašnik, Fran	Z viharja v zavetje	1855	1935	viaf:84281491	Zbašnik, Fran. Z viharja v zavetje : edicija WikiVir	NA	1900	NA	sl	90441	NA	NA	M	medium	low	T4
SLV20001	SLV20001	Kočevar, Ferdo	Mlinarjev Janez	1833	1878	viaf:172466996	Kočevar, Ferdo. Mlinarjev Janez : edicija WikiVir	NA	1859	NA	sl	31867	NA	NA	M	short	high	T1
SLV20002	SLV20002	Sket, Jakob	Miklova Zala	1852	1912	viaf:93569857	Sket, Jakob. Miklova Zala : edicija WikiVir	NA	1884	NA	sl	34143	NA	NA	M	short	high	T3
SLV30001	SLV30001	Cankar, Izidor	S poti	1886	1958	viaf:51848354	Izidor Cankar. S poti : edicija eZISS	NA	1913	NA	sl	27044	NA	NA	M	short	high	T4
