filename	xmlid	au-name	title	au-birth	au-death	au-ids	digitalSource	firsted-yr	ref-year	title-ids	language	numwords	subgenre	narr-per	au-gender	sizeCat	reprintCount	time-slot
SRP18750_JakovI_VasaRespekt	SRP18750	Игњатовић, Јаков	Васа Решпект : ELTeC издање	1822	1889	viaf:4995002	NA	1875	1913	viaf:4597155566462213380006	sr-Cyrl	48661	NA	NA	M	short	high	T2
SRP18751_MilivanG_GlavaSecera	SRP18751	Глишић, Милован	Глава шећера : ELTeC издање	1847	1908	viaf:73846855	Глава шећера	1875	NA	NA	sr-Cyrl	11035	NA	NA	M	short	high	T2
SRP18752_PeraR_BezOcaMajke	SRP18752	NA	Без оца и мајке : ELTeC издање	NA	NA	NA	NA	1875	1881	NA	sr-Cyrl	29321	NA	NA	M	short	low	T2
SRP18760_DjuraJ_CicaTima	SRP18760	Јакшић, Ђура	Чича Тима : приповетка из учитељског живота : ELTeC издање	1832	1878	viaf:47570198	NA	1876	?	NA	sr-Cyrl	29793	NA	NA	M	short	low	T2
SRP18780_BrankoM_PredZoru	SRP18780	Михајловић, Бранко [Љубиша Бранковић]	Пред зору : роман у два дела : ELTeC издање	1857	1918	viaf:85154625	NA	1878	NA	NA	sr-Cyrl	57165	NA	NA	M	medium	low	T2
SRP18790_MilanDjM_JurmusaFatima	SRP18790	Милићевић, Милан Ђ.	Јурмуса и Фатима или Турска сила сама себе једе: прича о ослобођењу шест округа 1832-1834 : ELTeC издање	1831	1908	viaf:64038897	NA	1879	NA	NA	sr-Cyrl	18012	NA	NA	M	short	low	T2
SRP18791_KostaB_PastirKralj	SRP18791	NA	Пастир краљ или Ослобођење Србије : историјска приповетка / написао К. Б. : ELTeC издање	NA	NA	NA	NA	1879	NA	NA	sr-Cyrl	32447	NA	NA	M	short	low	T2
SRP18800_DragocenaOgrlica	SRP18800	Комарчић, Лазар	Драгоцена огрлица: прича у своје време : ELTeC издање	1833	1909	viaf:14831335	NA	1880	NA	NA	sr-Cyrl	51104	NA	NA	M	medium	low	T3
SRP18810_MilanDjM_DesetPara	SRP18810	Милићевић, Милан Ђ.	Десет пара: прича из живота у вароши : ELTeC издање	1831	1908	viaf:64038897	NA	1881	NA	NA	sr-Cyrl	10095	NA	NA	M	short	low	T3
SRP18821_NikolaVDj_KavaljerLaza	SRP18821	Ђорић, Никола В.	Каваљер Лаза : карактерна црта из друштвеног живота : ELTeC издање	1859	1913	viaf:22163155990601312095	NA	1882	NA	NA	sr-Cyrl	10970	NA	NA	M	short	low	T3
SRP18840_DraginjaG_IzUcitZivota	SRP18840	Гавриловић, Драга	Из учитељичког живота : ELTeC издање	1854	1917	viaf:17281658	NA	1884	1990	NA	sr-Cyrl	18652	NA	NA	F	short	high	T3
SRP18860_MilanDjM_OmerCelebija	SRP18860	Милићевић, Милан Ђ.	Омер Челебија : приповијетка из живота српскога народа : ELTeC издање	1831	1908	viaf:64038897	NA	1886	NA	NA	sr-Cyrl	33284	NA	NA	M	short	low	T3
SRP18870_DraginjaG_Babadevojka	SRP18870	Гавриловић, Драга	Бабадевојка : ELTeC издање	1854	1917	viaf:17281658	NA	1887	1990	NA	sr-Cyrl	19350	NA	NA	F	short	high	T3
SRP18871_LazarK_MojKocijas	SRP18871	Комарчић, Лазар	Мој кочијаш : слике 1883 године : ELTeC издање	1833	1909	viaf:14831335	NA	1887	NA	NA	sr-Cyrl	62835	NA	NA	M	medium	low	T3
SRP18880_Sapcanin_Sanjalo	SRP18880	Поповић-Шапчанин, Милорад	Сањало : ELTeC издање	1847	1895	viaf:79455054	NA	1888	1912	NA	sr-Cyrl	44760	NA	NA	M	short	low	T3
SRP18881_PavleMA_DuhVremena	SRP18881	Марковић Адамов, Павле	Дух времена сад је таки! : ELTeC издање	1855	1907	viaf:63747033	NA	1888	2007	NA	sr-Cyrl	34956	NA	NA	M	short	low	T3
SRP18882_StevanVP_SumarevaCerka	SRP18882	Поповић, Стеван В.	Шумарева ћерка : приповетка из српскога живота / написао К. Б. : ELTeC издање	1845	1918	viaf:262110860	NA	1888	NA	NA	sr-Cyrl	61971	NA	NA	M	medium	low	T3
SRP18890_DraginjaG_DevRoman	SRP18890	Гавриловић, Драга	Девојачки роман : ELTeC издање	1854	1917	viaf:17281658	NA	1889	1990	NA	sr-Cyrl	50732	NA	NA	F	medium	high	T3
SRP18891_JankoV_Borci	SRP18891	Веселиновић, Јанко М.	Борци : роман из сеоског живота. Свеска 1 : ELTeC издање	1862	1905	viaf:66316956	NA	1889	NA	NA	sr-Cyrl	34683	NA	NA	M	short	high	T3
SRP18892_PeraTod_SilazakSPrestola	SRP18892	Тодоровић, Пера	Силазак с престола : роман / написао Карио Амурели : ELTeC издање	1852	1907	viaf:2788090	NA	1889	1892	NA	sr-Cyrl	140344	NA	NA	M	long	low	T3
SRP18910_CyedomirM_Ikonija	SRP18910	Мијатовић, Чедомиљ	Иконија везирова мајка: приповетка из XVII века : ELTeC издање	1842	1932	viaf:42116339	NA	1891	NA	NA	sr-Cyrl	23508	NA	NA	M	short	low	T3
SRP18911_StevanJJ_Danica	SRP18911	Јевтића, Стевана Ј.	Даница : роман из београдског живота : ELTeC издање	1854	1904	viaf:68773127	NA	1891	NA	NA	sr-Cyrl	33463	NA	NA	M	short	low	T3
SRP18920_RajkoOdRasine	SRP18920	Мијатовић, Чедомиљ	Рајко од Расине: приповетка с краја XVII века : ELTeC издање	1842	1932	viaf:42116339	NA	1892	NA	NA	sr-Cyrl	41500	NA	NA	M	short	low	T3
SRP18921_DusanR_SrbinHrvatica	SRP18921	NA	Србин и Хрватица или љубав и народност : роман : Из народносних размирица Срба и Хрвата у Загребу : ELTeC издање	NA	NA	viaf:94150747024316301259	NA	1892	NA	NA	sr-Cyrl	10333	NA	NA	M	short	low	T3
SRP18922_SimoM_Bakonja	SRP18922	 Матавуљ, Симо	Бакоња фра-Брне : његово ђаковање и постриг : ELTeC издање	1852	1908	viaf:22201524	NA	1892	1893	viaf:3724151656276608400000	sr-Cyrl	55285	NA	NA	M	medium	high	T3
SRP18923_NN_BeogradskeTajne	SRP18923	NA	Београдске тајне : историски роман из српске прошлости, с краја прошлог века!. Св. 1 : ELTeC издање	NA	NA	NA	NA	1892	NA	NA	sr-Cyrl	131254	NA	NA	X	long	low	T3
SRP18930_AndraG_PrveZrtve	SRP18930	Гавриловић, Андра	Прве жртве: приповетка из српске прошлости : ELTeC издање	1864	1929	viaf:14822825	NA	1893	NA	NA	sr-Cyrl	36654	NA	NA	M	short	low	T3
SRP18932_JankoV_Seljanka	SRP18932	Веселиновић, Јанко М.	Сељанка : приповетка из сеоског живота : ELTeC издање	1862	1905	viaf:66316956	NA	1884	1893	NA	sr-Cyrl	41635	NA	NA	M	short	high	T3
SRP18933_PeraTod_SmrtKaradjordja	SRP18933	Тодоровић, Пера	Смрт Карађорђева : историски роман из недавне прошлости : ELTeC издање	1852	1907	viaf:2788090	NA	1893	1928	NA	sr-Cyrl	78820	NA	NA	M	medium	high	T3
SRP18934_LazarK_1RazorenUm	SRP18934	Комарчић, Лазар	Један разорен ум : ELTeC издање	1833	1909	viaf:14831335	NA	1893	NA	NA	sr-Cyrl	36400	NA	NA	M	short	high	T3
SRP18935_RobinjicaZlata	SRP18935	Јовичић, Живојин	Робињица Злата : приповетка из прошлости : ELTeC издање	1837	1908	NA	NA	1893	NA	NA	sr-Cyrl	28468	NA	NA	M	short	low	T3
SRP18940_MihailoS_RadeticaMara	SRP18940	Сретеновић, Михаило	Радетића Мара: приповетка из сеоскога живота : ELTeC издање	1866	1934	viaf:305714513	NA	1894	1895	NA	sr-Cyrl	40034	NA	NA	M	short	low	T3
SRP18941_StevanS_PopViraPopSpira	SRP18941	Сремац, Стеван	Поп Ћира и поп Спира : приповетка : ELTeC издање	1855	1906	viaf:66526515	NA	1894	1898	viaf:5950153063248319320004	sr-Cyrl	94338	NA	NA	M	medium	high	T3
SRP18942_DimitijeR-Sinovac	SRP18942	NA	Синовац : оригинални роман : ELTeC издање	NA	NA	NA	NA	1894	1907	NA	sr-Cyrl	37860	NA	NA	M	short	low	T3
SRP18950_StevanS_IvakovaSlava	SRP18950	Сремац, Стеван	Ивкова слава : приповетка : ELTeC издање	1855	1906	viaf:66526515	NA	1895	1899	viaf:4401156990991061180007	sr-Cyrl	42963	NA	NA	M	short	high	T3
SRP18951_VladimirS_KaznjenoNeverstvo	SRP18951	NA	Кажњено неверство : најновији роман / написао К. Б. : ELTeC издање	NA	NA	NA	NA	1895	NA	NA	sr-Cyrl	71824	NA	NA	M	medium	low	T3
SRP18960_TadijaK_GospodaSeljaci	SRP18960	Костић, Тадија П.	Господа сељаци: приповетка : ELTeC издање	1863	1927	viaf:35277007	NA	1896	NA	NA	sr-Cyrl	29862	NA	NA	M	short	low	T3
SRP18961_StevanM_NejednakaBraca_corr_20201221	SRP18961	NA	Неједнака браћа : приповетка за народ : ELTeC издање	NA	NA	viaf:128149841986602842118	NA	1896	NA	NA	sr-Cyrl	20478	NA	NA	M	short	low	T3
SRP18963_Hajduk_Stanko	SRP18963	Веселиновић, Јанко М.	Хајдук Станко : историјски роман : ELTeC издање	1862	1905	viaf:66316956	Хајдук Станко	1896	NA	viaf:312345632	sr-Cyrl	93693	NA	NA	M	medium	high	T3
SRP18964_AndraG_DespotovaVlastela	SRP18964	Гавриловић, Андра	Деспотова властела : роман из српске прошлости : ELTeC издање	1864	1929	viaf:14822825	NA	1896	NA	NA	sr-Cyrl	51288	NA	NA	M	medium	low	T3
SRP18965_KostaP_Neimari_saKrajem	SRP18965	Петровић, Коста	Неимари : роман из новије српске историје : ELTeC издање	1858	1928	viaf:74867281	NA	1896	NA	NA	sr-Cyrl	55063	NA	NA	M	medium	low	T3
SRP18966_JasaT_Nazareni	SRP18966	Томић, Јаша	Назарени : роман : ELTeC издање	1856	1922	viaf:5742092	NA	1896	1896	NA	sr-Cyrl	74956	NA	NA	M	medium	low	T3
SRP18970_StevanMat_GroficaAgnesa	SRP18970	NA	Грофица Агнеша Јанковић : роман : ELTeC издање	NA	NA	NA	NA	1897	NA	NA	sr-Cyrl	71448	NA	NA	M	medium	low	T3
SRP18971_SvetolikR_GorskiCar	SRP18971	Ранковић, Светолик	Горски цар : роман : ELTeC издање	1863	1899	viaf:29567902	Горски цар	1897	NA	NA	sr-Cyrl	64993	NA	NA	M	medium	high	T3
SRP18980_LazaL_Svabica	SRP18980	Лазаревић, Лаза К.	Швабица : ELTeC издање	1851	1891	viaf:17270562	NA	1898	1912	NA	sr-Cyrl	13848	NA	NA	M	short	high	T3
SRP18990_MijatovicCy_KnezGradoje	SRP18990	Мијатовић, Чедомиљ	Кнез Градоје од Орлова Града : приповетка из времена боја на Косову : ELTeC издање	1842	1932	viaf:42116339	NA	1899	NA	NA	sr-Cyrl	45062	NA	NA	M	short	low	T3
SRP18991_BorisavS_UvelaRuza	SRP18991	Станковић, Борисав	Увела ружа : ELTeC издање	1876	1927	viaf:76323147	NA	1899	1912	viaf:310476779	sr-Cyrl	10080	NA	NA	M	short	high	T3
SRP18992_VelislavJ_LutajuceDuse	SRP18992	NA	Лутајуће душе : приповетка за поуку : намењено задругарству : ELTeC издање	NA	NA	NA	NA	1899	NA	NA	sr-Cyrl	31258	NA	NA	M	short	low	T3
SRP18993_SvetolikR_SeoskaUciteljica	SRP18993	Ранковић, Светолик	Сеоска учитељица : роман : ELTeC издање	1863	1899	viaf:29567902	NA	1899	NA	NA	sr-Cyrl	58821	NA	NA	M	medium	high	T3
SRP19000_SvetolikR_PoruseniIdeali	SRP19000	Ранковић, Светолик	Порушени идеали : роман : ELTeC издање	1863	1899	viaf:29567902	NA	1900	NA	NA	sr-Cyrl	57371	NA	NA	M	medium	high	T4
SRP19001_MilanovoSkolovanje	SRP19001	NA	Миланово школовање : ELTeC издање	NA	NA	NA	NA	1900	NA	NA	sr-Cyrl	69511	NA	NA	M	medium	low	T4
SRP19002_KrvaviZlocin	SRP19002	NA	Крвави злочин у браку без љубави : ELTeC издање	NA	NA	NA	NA	1900	NA	NA	sr-Cyrl	20414	NA	NA	M	short	low	T4
SRP19010_TodorP_Gila	SRP19010	Поповић, Тодор Љ.	Гила : новела из сеоског живота : ELTeC издање	1870	1957	viaf:1325145856883922920245	NA	1901	1935	NA	sr-Cyrl	34960	NA	NA	M	short	low	T4
SRP19011_VidVV_CarDubrovnik	SRP19011	Вулетић-Вукасовић, Вид	Причек Цара Душана у Дубровнику год. 1349. : историчка новела из XIVв. : ELTeC издање	1853	1933	viaf:303498941	NA	1901	1912	NA	sr-Cyrl	24883	NA	NA	M	short	low	T4
SRP19012_JelenaD_DjulMarika	SRP19012	Димитријевић, Јелена	Ђул-Марикина прикажња : приповетка : ELTeC издање	1862	1945	viaf:70015495	NA	1901	NA	NA	sr-Cyrl	20244	NA	NA	F	short	low	T4
SRP19021_BranislavN_OpstinskoDet	SRP19021	Нушић, Бранислав	Општинско дете: роман једног одојчета : ELTeC издање	1864	1938	viaf:73889774	NA	1902	1932	NA	sr-Cyrl	63780	NA	NA	M	medium	high	T4
SRP19022_BorisavS_PokojnikovaZena	SRP19022	Станковић, Борисав	Покојникова жена : ELTeC издање	1876	1927	viaf:76323147	NA	1902	1907	NA	sr-Cyrl	10109	NA	NA	M	short	high	T4
SRP19023_DragutinR_Slavko	SRP19023	Ранковић, Драгутин Ј.	Славко : ELTeC издање	1882	1956	viaf:252838823	NA	1902	NA	NA	sr-Cyrl	25302	NA	NA	M	short	low	T4
SRP19024_MickoHarambasa	SRP19024	NA	Харамбаша Мицко : српски војвода и заточеник у Фесану : ELTeC издање	NA	NA	viaf:305715401	NA	1902	1926	NA	sr-Cyrl	59480	NA	NA	M	medium	low	T4
SRP19025_RadojeD_Stradija	SRP19025	Домановић, Радоје М.	Страдија. 1 : ELTeC издање	1873	1908	viaf:7623303	NA	1902	NA	viaf:175915304	sr-Cyrl	19747	NA	NA	M	short	high	T4
SRP19030_PrvoVeselje	SRP19030	Костић, Тадија П.	Прво весеље : приповетка : ELTeC издање	1863	1927	viaf:35277007	NA	1903	NA	NA	sr-Cyrl	37860	NA	NA	M	short	low	T4
SRP19031_BozaS_DveSestre	SRP19031	Савић, Божа	Две сестре или Самоубиство једне шваље : слика из београдског живота : ELTeC издање	1862	1927	viaf:305714596	NA	1903	NA	NA	sr-Cyrl	54818	NA	NA	M	medium	low	T4
SRP19040_DragutinI_Djera	SRP19040	 Илић, Драгутин Ј.	Хаџи-Ђера : приповетка : ELTeC издање	1858	1926	viaf:79412565	NA	1897	 1904 	NA	sr-Cyrl	53009	NA	NA	M	medium	high	T3
SRP19041_IvoC_ZaKruhom	SRP19041	Ћипико, Иво	За крухом : ELTeC издање	1869	1923	viaf:22935492	За крухом	1904	NA	NA	sr-Cyrl	53434	NA	NA	M	medium	high	T4
SRP19051_SvetozarC_ZenidbaPK	SRP19051	Ћоровић, Светозар	Женидба Пере Карантана : ELTeC издање	1875	1919	viaf:136335	NA	1905	NA	NA	sr-Cyrl	24155	NA	NA	M	short	low	T4
SRP19060_PeraT_Novac	SRP19060	Талетов, Пера С.	Новац : роман из београдског живота : ELTeC издање	1875	1955	viaf:26486103	NA	1906	NA	NA	sr-Cyrl	81145	NA	NA	M	medium	low	T4
SRP19061_DragutinI_HadziDisa	SRP19061	 Илић, Драгутин Ј.	Хаџи-Диша : роман из живота старог Београда : ELTeC издање	1858	1926	viaf:79412565	NA	1906	 1908 	NA	sr-Cyrl	60999	NA	NA	M	medium	high	T4
SRP19062_KostaJ_ZlocinSvekrve	SRP19062	 Јездић, Коста Д.	Злочин једне свекрве : криминална приповетка : из скоре прошлости / по аутентичним податцима и судским актима написао К. Д. Јездић : ELTeC издање	1853	1930	viaf:58399970	NA	1906	1923	NA	sr-Cyrl	40431	NA	NA	M	short	low	T4
SRP19070_JelenaD_FatiSultan	SRP19070	Димитријевић, Јелена	Фати-султан : ELTeC издање	1862	1945	viaf:70015495	NA	1903	1907	NA	sr-Cyrl	25421	NA	NA	F	short	low	T4
SRP19071_StevanS_ZonaZ	SRP19071	Сремац, Стеван	Зона Замфирова : приповетка : ELTeC издање	1855	1906	viaf:66526515	NA	1907	1947	viaf:6726152502776510800003	sr-Cyrl	51414	NA	NA	M	medium	high	T4
SRP19080_ModernoRoblje	SRP19080	Петровић, Бошко Ст.	Модерно робље : роман из живота босанских Срба : ELTeC издање	1869	1913	NA	NA	1908	NA	NA	sr-Cyrl	64727	NA	NA	M	medium	low	T4
SRP19090_IvoC_Pauci	SRP19090	Ћипико, Иво	Пауци : ELTeC издање	1869	1923	viaf:22935492	NA	1909	NA	viaf:8035151656335508400003	sr-Cyrl	42271	NA	NA	M	short	high	T4
SRP19091_SretenD_Preporodjaj	SRP19091	Динић, Сретен	Препорођај : ELTeC издање	1875	1949	viaf:55248036	NA	1909	NA	NA	sr-Cyrl	34074	NA	NA	M	short	low	T4
SRP19100_MilutinU_Dosljaci	SRP19100	Ускоковић, Милутин	Дошљаци : роман : ELTeC издање	1884	1915	viaf:14831361	NA	1910	1932	viaf:2270156374127807710006	sr-Cyrl	81827	NA	NA	M	medium	high	T4
SRP19101_BorisavS_NecistaKrv	SRP19101	Станковић, Борисав	Нечиста крв : ELTeC издање	1876	1927	viaf:76323147	NA	1910	NA	viaf:208715862	sr-Cyrl	67341	NA	NA	M	medium	high	T4
SRP19102_JovanM_Radisa	SRP19102	Миодраговић, Јован	Радиша или какав нам учитељ треба на селу : ELTeC издање	1854	1926	viaf:37838247	NA	1910	NA	NA	sr-Cyrl	121441	NA	NA	M	long	low	T4
SRP19110_MilutinU_PotroseneReci	SRP19110	Ускоковић, Милутин	Потрошене речи : ELTeC издање	1884	1915	viaf:14831361	NA	1911	1932	NA	sr-Cyrl	12023	NA	NA	M	short	low	T4
SRP19120_JelenaD-Nove	SRP19120	Димитријевић, Јелена	Нове : роман : ELTeC издање	1862	1945	viaf:70015495	NA	1912	NA	NA	sr-Cyrl	94927	NA	NA	F	medium	low	T4
SRP19121_VeljkoM_Bespuce	SRP19121	Милићевић, Вељко М.	Беспуће : ELTeC издање	1886	1929	viaf:81151776825018012654	NA	1912	NA	viaf:182747317	sr-Cyrl	21144	NA	NA	M	short	high	T4
SRP19130_StojanN_KaludjerHajduk	SRP19130	Новаковић, Стојан	Калуђер и хајдук : приповетка о последњим данима Србије у XV веку : ELTeC издање	1842	1915	viaf:64052399	NA	1913	NA	NA	sr-Cyrl	60464	NA	NA	M	medium	high	T4
SRP19131_VladanDj_UFront	SRP19131	Ђорђевић, Владан	У фронт : приповетка из живота једног бившег краља : ELTeC издање	1844	1930	viaf:106964101	NA	1913	NA	NA	sr-Cyrl	29543	NA	NA	M	short	low	T4
SRP19132_SvetozarC_Jarani	SRP19132	Ћоровић, Светозар	Јарани : приповетка : ELTeC издање	1875	1919	viaf:136335	NA	1913	1953	NA	sr-Cyrl	47623	NA	NA	M	short	low	T4
SRP19140_MilutinU_CedomirIlic	SRP19140	Ускоковић, Милутин	Чедомир Илић : роман : ELTeC издање	1884	1915	viaf:14831361	NA	1914	NA	viaf:177891853	sr-Cyrl	53474	NA	NA	M	medium	high	T4
SRP19141_MladenDj_KadSumeTalasi	SRP19141	Ђуричић, Младен Ст.	Кад шуме таласи : ELTeC издање	1889	1987	viaf:38235595	NA	1914	NA	NA	sr-Cyrl	10399	NA	NA	M	short	low	T4
SRP19180_MilicaJ_PreSrece	SRP19180	Јанковић, Милица	Пре среће	1881	1939	viaf:41876311	NA	1918	NA	NA	sr-Latn	32555	NA	NA	F	short	low	T4
SRP19190_IsidoraS_Djakon	SRP19190	Секулић, Исидора	Ђакон Богородичине цркве : ELTeC издање	1877	1958	viaf:4943681	NA	1919	NA	NA	sr-Cyrl	51973	NA	NA	F	medium	high	T4
SRP19192_SvetozarC_Ucelijama	SRP19192	Ћоровић, Светозар	У ћелијама : ELTeC издање	1875	1919	viaf:136335	NA	1919	NA	NA	sr-Latn	38705	NA	NA	M	short	low	T4
SRP19200_DragomirS_JedanOd	SRP19200	NA	Један од многих : роман из престоничког живота : ELTeC издање	NA	NA	NA	NA	1920	NA	NA	sr-Cyrl	17942	NA	NA	M	short	low	T4
SRP19201_BranislavN_1915	SRP19201	Нушић, Бранислав	Деветсто петнаеста : трагедија једног народа : ELTeC издање	1864	1938	viaf:73889774	NA	1920	1921	viaf:316307701	sr-Cyrl	155059	NA	NA	M	long	high	T4
SRP19203_KamenkoS_LegijaSmrti	SRP19203	Суботић, Каменко	Легија смрти : роман из Балканског рата 1912/1913. (написао Бранислав Јуришић) : ELTeC издање	1870	1932	viaf:184145541835596601348	NA	1920	NA	NA	sr-Cyrl	156268	NA	NA	M	long	low	T4
